   -0.7598038960758450E-03    0.6839530667189342E-02    0.2902877218336437E-02
   -0.7862003733356965E-05    0.1732839985180133E-05    0.9703077491500149E-06

   -0.3086454832008521E+00   -0.2953746628742873E+00   -0.1266215319890553E+00
    0.1480980512323078E-01   -0.1533477369925400E-01   -0.9727675386283342E-02
   -0.5571665805473782E+00    0.4072187475596526E+00    0.2182601501144257E+00
   -0.1285450185651166E-01   -0.1469221847318182E-01   -0.5797725456247359E-02
   -0.1801229002102036E+00    0.8938888873026796E+00    0.3874356164487112E+00
   -0.1720927950613315E-01   -0.2932955648095757E-02   -0.1270924202797013E-02

    0.1085079483724045E+01    0.8966878886325808E+00    0.3817464525312979E+00
   -0.8783530795135722E-02    0.1050206167993766E-01    0.5054048435761531E-02
   -0.2131633944714963E+01   -0.4521956963485055E+01   -0.1886391219220117E+01
    0.6829030774552735E-02   -0.2375712349122327E-02   -0.1184507596211060E-02
    0.1961403374165994E+01   -0.9082735204209415E+01   -0.3836102233590495E+01
    0.5164235002437970E-02    0.1071722289755269E-02    0.2202933431062028E-03

    0.1701428078375129E+02    0.9478671246469343E+01    0.3910761214328994E+01
   -0.2058764596166092E-02    0.2907296075531356E-02    0.1302433164056115E-02
    0.2898201532154037E+02   -0.6658055459555944E+01   -0.3446729293990562E+01
    0.7635843080511644E-03    0.2837894690486471E-02    0.1142556169393680E-02
    0.1188321749538939E+02   -0.2891316630103676E+02   -0.1260328672765152E+02
    0.3006740387768094E-02    0.7721583232878451E-03   -0.6649610300938270E-03

   -0.1818375350149321E+00    0.8920183308066775E+00    0.3868663127802456E+00
   -0.1679077937183078E-01   -0.3298186839564584E-02   -0.1448613892828541E-02

-2.1691955745374987 -1.5029109007090999 -0.2666754572252286 
0.0053186740310829 -0.0080174554498702 -0.0048636419609545
-2.3089501804059562 0.0797827495269449 0.1465641516585745 
-0.0022425953255509 -0.0117356213081071 0.0024818548293378
1.9404794764742117 -1.0156797271004960 -0.6587686542662885 
0.0067466408210658 0.0089810499112579 0.0026954193164096

   -0.5822562426061451E-01    0.4213823960923829E+00    0.4160259387381513E+04
   -0.3341116740379303E-03   -0.4352643693338103E-04    0.2302879319076645E+00
   0.0 0.0 0.0
   0.0 0.0 0.0
   0 0 0
   0 0 0
   0 0 0
   0 0 0
 -0.00012775870936487045 -6.517653477175763E-05 0.22998304685893775
   0 0 0

